gene,control_1_cnt
A2J10_09T0141900.1,52
A2J10_09T0141900.2,63
A2J10_03T0043900.1,1
A2J10_01T0241300.1,34
A2J10_06T0016900.1,26
A2J10_06T0016900.2,123
A2J10_04T0256600.1,1000
A2J10_08T0129200.1,14
A2J10_09T0160500.1,8
A2J10_02T0099100.1,43
A2J10_02T0359400.1,20
A2J10_06T0174500.1,84
A2J10_03T0106200.1,835
A2J10_11T0230500.1,1880
A2J10_04T0244000.1,50
A2J10_06T0234500.1,2
A2J10_11T0048200.1,7
A2J10_02T0274500.1,44
A2J10_07T0222100.1,103
A2J10_07T0222100.4,191
A2J10_07T0222100.2,38
A2J10_07T0222100.3,37
A2J10_07T0222100.5,166
A2J10_01T0078700.1,1
A2J10_02T0181300.1,3
A2J10_02T0252900.1,281
A2J10_12T0163600.1,457
A2J10_12T0163600.2,547
A2J10_12T0163600.3,413
A2J10_04T0217400.1,203
A2J10_02T0132100.1,1
A2J10_04T0183300.1,145
A2J10_03T0384800.1,8
A2J10_02T0053200.1,24
A2J10_01T0215300.2,991
A2J10_01T0215300.1,1175
A2J10_06T0282800.1,5
A2J10_02T0303600.1,655
A2J10_07T0232100.1,941
A2J10_06T0244800.1,20
A2J10_05T0141600.1,130
A2J10_06T0129300.1,52
A2J10_03T0154000.1,119
A2J10_07T0243700.1,11
A2J10_07T0243700.2,13
A2J10_07T0243700.3,17
A2J10_10T0098500.1,10
A2J10_01T0234200.3,397
A2J10_01T0234200.1,212
A2J10_01T0234200.6,194
A2J10_01T0234200.5,405
A2J10_01T0234200.2,406
A2J10_01T0234200.4,442
A2J10_01T0108100.1,3
A2J10_12T0002700.3,71
A2J10_12T0002700.2,92
A2J10_12T0002700.1,1159
A2J10_05T0093500.1,235
A2J10_04T0274600.4,1576
A2J10_04T0274600.1,1350
A2J10_04T0274600.3,1495
A2J10_04T0274600.5,1498
A2J10_04T0274600.2,1433
A2J10_06T0154700.2,2369
A2J10_06T0154700.1,2392
A2J10_05T0253400.1,2003
A2J10_09T0112300.1,21
A2J10_11T0169100.3,270
A2J10_11T0169100.1,220
A2J10_12T0076300.2,458
A2J10_12T0076300.1,450
A2J10_03T0064800.1,1585
A2J10_02T0288300.1,580
A2J10_01T0051400.1,13
A2J10_01T0039400.6,534
A2J10_01T0039400.5,469
A2J10_01T0039400.2,1442
A2J10_01T0039400.1,554
A2J10_01T0039400.4,605
A2J10_01T0039400.3,510
A2J10_02T0353200.1,512
A2J10_02T0353200.2,550
A2J10_02T0134900.1,435
A2J10_03T0195700.1,40
A2J10_03T0260400.1,223
A2J10_03T0260400.3,343
A2J10_03T0260400.4,290
A2J10_03T0260400.2,248
A2J10_08T0007800.1,3
A2J10_12T0026200.1,976
A2J10_11T0059300.1,21
A2J10_01T0503400.1,3
A2J10_09T0207100.1,511
A2J10_04T0307000.1,1040
A2J10_02T0086800.4,9
A2J10_02T0086800.1,578
A2J10_02T0086800.3,617
A2J10_02T0086800.2,626
A2J10_02T0386300.1,1885
A2J10_11T0224500.1,24
A2J10_11T0181800.1,9
A2J10_12T0159700.3,9
A2J10_12T0159700.1,8
A2J10_12T0159700.2,8
A2J10_01T0242500.1,604
A2J10_02T0079600.6,30
A2J10_02T0079600.5,211
A2J10_02T0079600.2,199
A2J10_02T0079600.4,169
A2J10_02T0079600.3,238
A2J10_02T0079600.1,214
A2J10_02T0302800.1,1
A2J10_08T0051700.2,38
A2J10_08T0051700.3,13
A2J10_08T0051700.1,74
A2J10_01T0149800.1,2
A2J10_01T0381400.1,211
A2J10_01T0501200.1,15
A2J10_12T0111800.1,3
A2J10_01T0269900.1,20
A2J10_10T0135500.5,1465
A2J10_10T0135500.4,2205
A2J10_10T0135500.2,2269
A2J10_10T0135500.3,2372
A2J10_10T0135500.1,2284
A2J10_03T0370800.1,3600
A2J10_03T0099000.1,280
A2J10_04T0295200.5,108
A2J10_04T0295200.3,33
A2J10_04T0295200.1,33
A2J10_04T0295200.2,33
A2J10_09T0212400.1,1
A2J10_07T0005200.1,428
A2J10_10T0016200.1,2
A2J10_01T0354200.2,42
A2J10_01T0354200.3,42
A2J10_01T0354200.1,29
A2J10_08T0184600.1,10
A2J10_08T0184600.3,8
A2J10_08T0184600.2,12
A2J10_03T0037900.1,1
A2J10_01T0478000.1,1627
A2J10_04T0265400.1,5
A2J10_05T0154300.1,343
A2J10_11T0159100.1,60
A2J10_03T0133600.1,1213
A2J10_03T0068500.2,480
A2J10_03T0068500.1,45
A2J10_12T0150900.1,8
A2J10_10T0093500.2,243
A2J10_10T0093500.1,249
A2J10_03T0054900.1,213
A2J10_04T0056900.1,131
A2J10_04T0056900.2,206
A2J10_05T0246000.4,173
A2J10_05T0246000.2,468
A2J10_05T0246000.1,637
A2J10_05T0246000.3,487
A2J10_01T0086100.1,144
A2J10_02T0353800.2,125
A2J10_02T0353800.1,125
A2J10_04T0307300.5,239
A2J10_04T0307300.3,19
A2J10_04T0307300.2,239
A2J10_04T0307300.6,21
A2J10_04T0307300.4,241
A2J10_04T0307300.1,250
A2J10_04T0320500.1,13
A2J10_04T0085300.2,11
A2J10_04T0085300.1,12
A2J10_07T0006400.1,13
A2J10_01T0142800.1,2
A2J10_02T0090300.1,25
A2J10_10T0144500.1,8
A2J10_01T0364400.1,14
A2J10_05T0162600.1,1050
A2J10_07T0187100.1,546
A2J10_04T0219400.6,78
A2J10_04T0219400.4,137
A2J10_04T0219400.2,957
A2J10_04T0219400.8,169
A2J10_04T0219400.3,136
A2J10_04T0219400.5,72
A2J10_04T0219400.7,167
A2J10_04T0219400.1,645
A2J10_04T0106100.2,5
A2J10_04T0106100.1,6
A2J10_06T0067900.1,18
A2J10_09T0200500.1,405
A2J10_03T0162500.7,88
A2J10_03T0162500.1,68
A2J10_03T0162500.3,85
A2J10_03T0162500.2,40
A2J10_03T0162500.4,49
A2J10_03T0162500.9,28
A2J10_03T0162500.8,38
A2J10_03T0162500.6,16
A2J10_03T0162500.5,73
A2J10_06T0119400.1,79
A2J10_04T0234100.1,39
A2J10_10T0088900.1,339
A2J10_10T0088900.2,271
A2J10_10T0088900.4,414
A2J10_10T0088900.3,219
A2J10_06T0218100.1,684
A2J10_06T0218100.2,653
A2J10_03T0137200.1,213
A2J10_03T0203000.1,3
A2J10_05T0084200.1,93
A2J10_07T0084400.1,1238
A2J10_11T0087900.1,4
A2J10_03T0190000.1,1534
A2J10_06T0055300.1,11
A2J10_11T0203500.1,109
A2J10_07T0105000.1,93
A2J10_07T0234400.1,266
A2J10_08T0206900.1,7
A2J10_01T0260500.1,795
A2J10_01T0260500.3,3
A2J10_01T0260500.2,3
A2J10_06T0125700.1,1
A2J10_03T0252700.1,952
A2J10_08T0134100.1,109
A2J10_07T0067400.1,86
A2J10_07T0067400.2,77
A2J10_10T0139300.1,45
A2J10_01T0029400.1,1719
A2J10_01T0456800.1,2
A2J10_11T0001500.1,257
A2J10_03T0093200.1,8
A2J10_06T0101300.1,17
A2J10_06T0172800.3,1011
A2J10_06T0172800.1,960
A2J10_06T0172800.2,974
A2J10_04T0324000.1,26
A2J10_04T0139300.1,247
A2J10_04T0139300.2,253
A2J10_12T0013400.1,522
A2J10_01T0483000.1,54
A2J10_12T0000400.1,404
A2J10_01T0135500.1,1023
A2J10_06T0268700.1,611
A2J10_02T0362800.3,443
A2J10_02T0362800.1,686
A2J10_02T0362800.4,455
A2J10_02T0362800.2,558
A2J10_08T0221200.1,80
A2J10_04T0313800.1,1128
A2J10_04T0313800.3,4
A2J10_04T0313800.2,1073
A2J10_04T0141400.1,11
A2J10_11T0010400.4,35
A2J10_11T0010400.3,1402
A2J10_11T0010400.1,1396
A2J10_11T0010400.6,52
A2J10_11T0010400.2,1185
A2J10_11T0010400.5,41
A2J10_07T0018400.1,8
A2J10_12T0040200.2,5581
A2J10_12T0040200.1,5268
A2J10_01T0471600.2,308
A2J10_01T0471600.1,272
A2J10_06T0266200.1,7
A2J10_11T0084000.1,18
A2J10_10T0143000.1,1064
A2J10_03T0126400.1,194
A2J10_10T0080400.1,42
A2J10_04T0251600.1,311
A2J10_04T0251600.2,342
A2J10_04T0163300.2,3
A2J10_04T0163300.1,3
A2J10_04T0163300.3,1
A2J10_05T0112500.1,663
A2J10_06T0105600.1,46
A2J10_08T0213600.1,10
A2J10_10T0093400.1,990
A2J10_06T0218200.2,369
A2J10_06T0218200.1,369
A2J10_07T0250300.1,962
A2J10_01T0300600.1,868
A2J10_01T0300600.2,1056
A2J10_01T0300600.4,220
A2J10_12T0048700.1,54
A2J10_03T0287000.1,685
A2J10_03T0161000.1,39
A2J10_11T0209700.1,63
A2J10_11T0209700.4,49
A2J10_11T0209700.2,13
A2J10_11T0209700.3,15
A2J10_01T0192700.1,20
A2J10_04T0150600.2,5251
A2J10_04T0150600.1,5637
A2J10_01T0357100.1,634
A2J10_08T0015900.1,10
A2J10_05T0119500.1,8
A2J10_05T0119500.2,37
A2J10_03T0286400.3,1230
A2J10_03T0286400.1,1279
A2J10_03T0286400.2,1306
A2J10_02T0397400.9,87
A2J10_02T0397400.11,85
A2J10_02T0397400.6,35
A2J10_02T0397400.1,954
A2J10_02T0397400.10,71
A2J10_02T0397400.7,23
A2J10_02T0397400.4,76
A2J10_02T0397400.5,70
A2J10_02T0397400.12,744
A2J10_02T0397400.2,38
A2J10_02T0397400.8,859
A2J10_02T0397400.3,1952
A2J10_06T0189200.1,574
A2J10_06T0189200.2,574
A2J10_04T0188300.1,1911
A2J10_01T0131400.2,2379
A2J10_01T0131400.1,2402
A2J10_05T0243200.1,485
A2J10_10T0173400.1,3
A2J10_05T0023100.1,254
A2J10_05T0023100.2,267
A2J10_04T0286900.1,19
A2J10_03T0084400.3,500
A2J10_03T0084400.2,533
A2J10_03T0084400.1,526
A2J10_07T0188400.1,1841
A2J10_03T0371700.2,129
A2J10_03T0371700.1,131
A2J10_03T0103700.1,162
A2J10_05T0080700.3,646
A2J10_05T0080700.1,656
A2J10_05T0080700.2,647
A2J10_05T0080700.4,645
A2J10_11T0125800.1,440
A2J10_03T0016800.2,298
A2J10_03T0016800.1,242
A2J10_01T0001200.4,1322
A2J10_01T0001200.1,974
A2J10_01T0001200.3,1270
A2J10_01T0001200.2,1064
A2J10_08T0035000.2,5894
A2J10_08T0035000.1,5845
A2J10_01T0386800.1,668
A2J10_01T0052900.2,98
A2J10_01T0052900.3,61
A2J10_01T0052900.1,154
A2J10_03T0316200.1,4
A2J10_01T0162000.1,11
A2J10_02T0244800.1,10
A2J10_10T0173200.1,50
A2J10_02T0119200.1,547
A2J10_05T0231700.1,3
A2J10_07T0161800.1,9
A2J10_11T0181400.5,26
A2J10_11T0181400.2,47
A2J10_11T0181400.4,35
A2J10_11T0181400.1,54
A2J10_11T0181400.3,35
A2J10_03T0220500.1,165
A2J10_02T0258200.1,1
A2J10_05T0179400.1,111
A2J10_07T0204100.1,581
A2J10_04T0117700.3,318
A2J10_04T0117700.1,451
A2J10_04T0117700.4,334
A2J10_04T0117700.2,382
A2J10_10T0025500.1,42
A2J10_01T0024700.1,345
A2J10_01T0488300.2,533
A2J10_01T0488300.3,531
A2J10_01T0488300.1,523
A2J10_01T0488300.4,471
A2J10_04T0099100.1,466
A2J10_04T0099100.2,382
A2J10_04T0128500.1,10
A2J10_02T0403500.2,3
A2J10_02T0403500.1,1
A2J10_07T0238800.1,33
A2J10_10T0151900.1,205
A2J10_10T0151900.2,204
A2J10_04T0011900.1,440
A2J10_02T0274300.1,931
A2J10_06T0221500.1,453
A2J10_11T0023900.1,1689
A2J10_11T0023900.6,2
A2J10_11T0023900.3,1559
A2J10_11T0023900.4,64
A2J10_11T0023900.5,58
A2J10_11T0023900.2,1741
A2J10_12T0158300.2,2810
A2J10_12T0158300.1,2776
A2J10_02T0067900.1,61
A2J10_04T0143700.1,100
A2J10_01T0031600.3,632
A2J10_01T0031600.1,616
A2J10_01T0031600.2,611
A2J10_04T0146100.1,6221
A2J10_04T0136600.1,44
A2J10_04T0136600.2,44
A2J10_04T0279400.1,5
A2J10_02T0015600.1,282
A2J10_02T0015600.3,301
A2J10_02T0015600.6,314
A2J10_02T0015600.7,211
A2J10_02T0015600.2,310
A2J10_02T0015600.5,225
A2J10_02T0015600.4,257
A2J10_07T0002600.2,45
A2J10_07T0002600.1,41
A2J10_04T0147000.1,640
A2J10_09T0047600.1,2
A2J10_01T0242700.2,1220
A2J10_01T0242700.1,1096
A2J10_01T0242700.3,1179
A2J10_01T0242700.4,1215
A2J10_06T0062100.1,6
A2J10_04T0218000.3,93
A2J10_04T0218000.2,344
A2J10_04T0218000.1,494
A2J10_08T0082500.1,604
A2J10_10T0152700.2,490
A2J10_10T0152700.3,355
A2J10_10T0152700.1,430
A2J10_08T0204400.1,1
A2J10_11T0126500.1,39
A2J10_11T0126500.2,25
A2J10_06T0212900.1,1207
A2J10_03T0250800.1,139
A2J10_06T0222100.1,256
A2J10_09T0152800.1,984
A2J10_11T0158900.2,2
A2J10_11T0158900.1,279
A2J10_11T0175800.1,1
A2J10_01T0172200.1,16
A2J10_06T0065700.2,76
A2J10_06T0065700.1,90
A2J10_08T0218500.1,176
A2J10_08T0218500.2,172
A2J10_08T0218500.3,149
A2J10_07T0249900.1,103
A2J10_07T0059300.1,1466
A2J10_06T0106100.1,29
A2J10_11T0046500.2,23
A2J10_11T0046500.5,2
A2J10_11T0046500.4,1
A2J10_11T0046500.1,22
A2J10_11T0046500.3,25
A2J10_02T0247900.3,235
A2J10_02T0247900.2,814
A2J10_02T0247900.1,1203
A2J10_05T0053900.1,36
A2J10_01T0390600.1,2
A2J10_05T0203600.1,2
A2J10_11T0064400.2,1921
A2J10_11T0064400.1,1870
A2J10_02T0375600.1,635
A2J10_02T0361000.2,862
A2J10_02T0361000.1,830
A2J10_06T0060300.1,1809
A2J10_08T0161900.1,9
A2J10_02T0399400.2,642
A2J10_02T0399400.1,615
A2J10_03T0181100.1,133
A2J10_04T0309600.1,182
A2J10_04T0309600.2,201
A2J10_01T0047900.3,90
A2J10_01T0047900.4,85
A2J10_01T0047900.7,83
A2J10_01T0047900.8,87
A2J10_01T0047900.2,82
A2J10_01T0047900.5,73
A2J10_01T0047900.1,94
A2J10_01T0047900.6,77
A2J10_09T0138800.1,365
A2J10_09T0138800.2,375
A2J10_07T0175600.1,13
A2J10_01T0267600.1,10
A2J10_07T0112000.1,160
A2J10_07T0112000.2,18
A2J10_07T0112000.3,20
A2J10_01T0253500.1,1577
A2J10_05T0036800.1,4
A2J10_02T0364100.1,554
A2J10_02T0107000.1,130
A2J10_01T0494300.2,456
A2J10_01T0494300.1,489
A2J10_01T0494300.3,465
A2J10_03T0377700.1,7
A2J10_02T0196600.1,166
A2J10_02T0196500.1,2664
A2J10_08T0101900.1,7
A2J10_01T0309900.2,1190
A2J10_01T0309900.1,1210
A2J10_01T0309900.3,906
A2J10_03T0187800.2,894
A2J10_05T0103400.3,789
A2J10_05T0103400.2,605
A2J10_05T0103400.1,820
A2J10_02T0211600.1,2
A2J10_11T0011800.3,60
A2J10_11T0011800.6,41
A2J10_11T0011800.2,593
A2J10_11T0011800.5,72
A2J10_11T0011800.4,74
A2J10_11T0011800.1,903
A2J10_02T0238700.1,60
A2J10_08T0100400.1,671
A2J10_06T0232000.1,25
A2J10_06T0107800.1,455
A2J10_01T0491700.1,27
A2J10_01T0000800.1,1568
A2J10_01T0000800.3,1527
A2J10_01T0000800.5,1452
A2J10_01T0000800.4,1302
A2J10_01T0000800.2,1384
A2J10_01T0062100.2,437
A2J10_01T0062100.3,441
A2J10_01T0062100.1,448
A2J10_02T0026900.2,273
A2J10_02T0026900.3,293
A2J10_02T0026900.1,109
A2J10_07T0290300.3,34
A2J10_07T0290300.1,36
A2J10_07T0290300.2,34
A2J10_01T0019500.1,35
A2J10_06T0195600.1,316
A2J10_10T0018200.3,22
A2J10_10T0018200.2,72
A2J10_10T0018200.1,105
A2J10_10T0018200.4,128
A2J10_08T0026900.1,361
A2J10_08T0026900.5,13
A2J10_08T0026900.6,13
A2J10_08T0026900.4,11
A2J10_08T0026900.2,527
A2J10_08T0026900.3,704
A2J10_05T0068800.1,74
A2J10_06T0015600.1,2496
A2J10_06T0015600.2,332
A2J10_03T0024800.1,20
A2J10_03T0024800.2,27
A2J10_04T0324400.1,133
A2J10_05T0057700.1,93
A2J10_12T0162200.1,43
A2J10_08T0138000.1,8
A2J10_07T0267000.1,143
A2J10_07T0267000.4,124
A2J10_07T0267000.3,124
A2J10_07T0267000.2,130
A2J10_12T0178900.1,454
A2J10_02T0005000.1,765
A2J10_02T0377500.1,11
A2J10_10T0120700.1,13
A2J10_03T0340700.1,69
A2J10_06T0058700.1,255
A2J10_06T0058700.2,253
A2J10_04T0264500.1,746
A2J10_12T0070600.1,953
A2J10_02T0254200.1,376
A2J10_11T0197000.1,265
A2J10_06T0022900.2,165
A2J10_06T0022900.1,198
A2J10_06T0022900.3,114
A2J10_07T0108700.2,127
A2J10_07T0108700.5,74
A2J10_07T0108700.3,99
A2J10_07T0108700.4,127
A2J10_07T0108700.1,115
A2J10_02T0310900.1,57
A2J10_07T0084900.1,74
A2J10_07T0084900.2,55
A2J10_11T0201300.1,374
A2J10_01T0362200.1,256
A2J10_01T0362200.3,283
A2J10_01T0362200.2,263
A2J10_05T0031200.1,2613
A2J10_03T0066900.1,109
A2J10_01T0411100.4,1041
A2J10_01T0411100.5,980
A2J10_01T0411100.1,1154
A2J10_01T0411100.2,1039
A2J10_01T0411100.3,1163
A2J10_01T0411100.6,914
A2J10_08T0103100.1,5
A2J10_09T0081800.1,257
A2J10_09T0081800.2,79
A2J10_02T0164400.1,4
A2J10_05T0252800.1,45
A2J10_08T0121600.1,4
A2J10_01T0361800.1,1
A2J10_02T0325700.1,82
A2J10_02T0246200.1,6
A2J10_03T0398400.1,472
A2J10_08T0151000.3,130
A2J10_08T0151000.1,127
A2J10_08T0151000.2,79
A2J10_12T0129400.1,89
A2J10_03T0258000.1,1361
A2J10_07T0033400.1,67
A2J10_07T0033400.2,69
A2J10_03T0097200.1,1834
A2J10_03T0303100.1,232
A2J10_02T0139900.1,1
A2J10_02T0337100.1,143
A2J10_07T0111600.1,239
A2J10_07T0111600.4,250
A2J10_07T0111600.5,237
A2J10_07T0111600.3,231
A2J10_07T0111600.2,240
A2J10_02T0231900.1,866
A2J10_02T0231900.3,719
A2J10_02T0231900.2,679
A2J10_09T0146300.1,21
A2J10_09T0146300.2,21
A2J10_09T0200100.1,5
A2J10_02T0292900.1,4
A2J10_07T0154900.1,948
A2J10_01T0040200.1,10
A2J10_11T0087000.1,23
A2J10_11T0087000.2,74
A2J10_12T0190900.2,1332
A2J10_12T0190900.1,1354
A2J10_07T0023300.2,2117
A2J10_07T0023300.1,1996
A2J10_11T0198100.3,49
A2J10_11T0198100.2,54
A2J10_11T0198100.1,69
A2J10_06T0202100.3,181
A2J10_06T0202100.4,8
A2J10_06T0202100.2,92
A2J10_06T0202100.1,56
A2J10_01T0047800.1,18
A2J10_07T0235000.4,68
A2J10_07T0235000.5,66
A2J10_07T0235000.2,1057
A2J10_07T0235000.1,660
A2J10_07T0235000.3,914
A2J10_10T0012300.1,7
A2J10_01T0048400.1,295
A2J10_04T0099800.1,6
A2J10_08T0190400.1,25
A2J10_02T0018400.1,4
A2J10_04T0167000.1,8
A2J10_04T0229600.2,56
A2J10_08T0224400.1,4
A2J10_05T0113100.1,926
A2J10_12T0063000.1,11
A2J10_03T0296600.1,441
A2J10_04T0141100.2,112
A2J10_04T0141100.1,102
A2J10_04T0141100.3,58
A2J10_02T0117200.1,1271
A2J10_09T0161200.1,476
A2J10_09T0161200.4,365
A2J10_09T0161200.6,628
A2J10_09T0161200.2,788
A2J10_09T0161200.5,267
A2J10_09T0161200.3,735
A2J10_02T0259500.3,58
A2J10_02T0259500.1,64
A2J10_02T0259500.2,68
A2J10_02T0259500.4,71
A2J10_02T0220100.1,7
A2J10_02T0220100.4,7
A2J10_02T0220100.2,7
A2J10_02T0220100.3,7
A2J10_03T0323500.1,459
A2J10_04T0325000.1,256
A2J10_04T0163600.2,922
A2J10_04T0163600.1,819
A2J10_07T0195000.2,692
A2J10_07T0195000.1,695
A2J10_04T0259500.1,388
A2J10_02T0255900.1,397
A2J10_12T0169800.2,798
A2J10_12T0169800.3,901
A2J10_12T0169800.1,891
A2J10_12T0169800.4,816
A2J10_01T0447300.3,266
A2J10_01T0447300.2,304
A2J10_01T0447300.1,152
A2J10_06T0295100.1,24
A2J10_10T0144900.2,1041
A2J10_10T0144900.1,751
A2J10_10T0144900.3,812
A2J10_02T0156100.1,52
A2J10_06T0115600.1,7
A2J10_08T0030000.1,1114
A2J10_04T0235100.1,210
A2J10_04T0141300.1,488
A2J10_08T0153400.2,1751
A2J10_08T0153400.3,1746
A2J10_08T0153400.1,1012
A2J10_09T0186200.1,36
A2J10_07T0148400.1,772
A2J10_08T0087200.1,166
A2J10_11T0016300.1,128
A2J10_11T0016300.2,130
A2J10_11T0016300.3,129
A2J10_08T0221100.3,14
A2J10_08T0221100.1,14
A2J10_08T0221100.2,14
A2J10_12T0186400.1,315
A2J10_03T0352500.1,119
A2J10_03T0186500.3,82
A2J10_03T0186500.1,31
A2J10_03T0186500.2,31
A2J10_06T0246200.1,5
A2J10_04T0012300.2,371
A2J10_04T0012300.1,417
A2J10_08T0201700.3,4933
A2J10_08T0201700.2,5195
A2J10_08T0201700.4,22
A2J10_08T0201700.1,4995
A2J10_03T0367400.1,24
A2J10_01T0001500.1,65
A2J10_10T0179100.1,23
A2J10_05T0183500.1,14
A2J10_05T0005300.1,299
A2J10_10T0009700.1,2
A2J10_03T0143700.1,1
A2J10_03T0240600.2,305
A2J10_03T0240600.1,418
A2J10_03T0397600.1,1797
A2J10_03T0356200.1,18
A2J10_05T0206500.1,2
A2J10_05T0206500.2,2
A2J10_06T0207300.2,8
A2J10_06T0207300.1,8
A2J10_10T0105700.1,1687
A2J10_01T0350600.1,1097
A2J10_12T0084400.1,3
A2J10_01T0045200.1,3
A2J10_08T0077900.1,1828
A2J10_04T0097400.2,633
A2J10_04T0097400.3,642
A2J10_04T0097400.1,634
A2J10_04T0097400.4,591
A2J10_07T0163700.1,35
A2J10_09T0169500.1,2033
A2J10_09T0169500.2,2237
A2J10_07T0228300.5,370
A2J10_07T0228300.3,372
A2J10_07T0228300.2,797
A2J10_07T0228300.6,349
A2J10_07T0228300.4,350
A2J10_07T0228300.1,895
A2J10_03T0178200.1,18
A2J10_02T0272900.1,1
A2J10_11T0074400.1,26
A2J10_12T0007400.2,124
A2J10_12T0007400.1,101
A2J10_03T0096700.1,9
A2J10_12T0026300.2,1012
A2J10_12T0026300.1,1026
A2J10_06T0063400.2,871
A2J10_06T0063400.3,836
A2J10_06T0063400.4,877
A2J10_06T0063400.1,798
A2J10_08T0212900.2,1
A2J10_08T0212900.1,1
A2J10_08T0031400.2,251
A2J10_08T0031400.1,254
A2J10_10T0172700.2,200
A2J10_10T0172700.1,120
A2J10_10T0172700.4,110
A2J10_10T0172700.3,92
A2J10_03T0299700.1,12
A2J10_05T0165600.3,203
A2J10_05T0165600.2,223
A2J10_05T0165600.4,194
A2J10_05T0165600.1,242
A2J10_03T0015200.1,143
A2J10_11T0182000.1,337
A2J10_11T0177700.2,65
A2J10_11T0177700.1,77
A2J10_04T0323700.1,251
A2J10_04T0323700.2,248
A2J10_04T0323700.3,193
A2J10_04T0243800.1,9
A2J10_02T0153800.1,2131
A2J10_04T0092000.2,26
A2J10_04T0092000.3,26
A2J10_04T0092000.1,27
A2J10_04T0092000.4,25
A2J10_05T0213800.1,82
A2J10_05T0115800.1,1997
A2J10_02T0042300.1,323
A2J10_07T0190800.1,64
A2J10_07T0012200.1,334
A2J10_07T0012200.2,237
A2J10_07T0012200.3,91
A2J10_06T0049800.1,34
A2J10_01T0168600.1,2
A2J10_01T0168600.2,2
A2J10_01T0409800.1,718
A2J10_07T0131000.1,2
A2J10_02T0262400.2,499
A2J10_02T0262400.1,465
A2J10_02T0340500.1,28
A2J10_03T0008400.3,393
A2J10_03T0008400.1,466
A2J10_03T0008400.2,435
A2J10_11T0189000.1,430
A2J10_06T0016000.1,6
A2J10_07T0015200.1,782
A2J10_04T0107800.1,1841
A2J10_08T0108700.2,312
A2J10_08T0108700.3,324
A2J10_08T0108700.1,312
A2J10_08T0011800.1,255
A2J10_06T0132100.2,1
A2J10_11T0067100.1,6
A2J10_07T0004800.1,182
A2J10_04T0170800.1,454
A2J10_03T0280000.1,4437
A2J10_04T0268900.1,1
A2J10_09T0035200.1,1
A2J10_03T0111700.1,1147
A2J10_02T0081700.1,19
A2J10_02T0077900.3,792
A2J10_02T0077900.1,894
A2J10_02T0077900.2,870
A2J10_03T0235500.2,7
A2J10_03T0235500.1,4
A2J10_03T0235500.3,16
A2J10_07T0177600.1,263
A2J10_06T0068800.1,1
A2J10_06T0084600.1,8
A2J10_05T0137300.1,12
A2J10_05T0137300.2,12
A2J10_04T0097600.1,211
A2J10_04T0097600.5,225
A2J10_04T0097600.4,221
A2J10_04T0097600.2,159
A2J10_04T0097600.3,134
A2J10_04T0124700.1,8
A2J10_07T0045500.1,320
A2J10_07T0045500.2,397
A2J10_04T0262500.1,4
A2J10_11T0190100.1,299
A2J10_04T0168400.1,625
A2J10_05T0015400.1,31
A2J10_07T0064900.1,37
A2J10_12T0012500.1,102
A2J10_08T0052500.1,1
A2J10_11T0122300.1,113
A2J10_11T0126000.2,3
A2J10_11T0126000.1,2
A2J10_08T0134500.1,166
A2J10_06T0120000.3,769
A2J10_06T0120000.1,787
A2J10_06T0120000.4,603
A2J10_06T0120000.2,850
A2J10_06T0247500.1,74
A2J10_01T0425400.1,415
A2J10_01T0416600.1,325
A2J10_05T0224500.1,153
A2J10_08T0005500.3,1878
A2J10_08T0005500.2,2018
A2J10_08T0005500.1,1970
A2J10_01T0509200.3,180
A2J10_01T0509200.4,149
A2J10_01T0509200.2,160
A2J10_01T0509200.1,167
A2J10_04T0290800.1,129
A2J10_04T0290800.2,132
A2J10_04T0157000.1,256
A2J10_04T0112400.1,4
A2J10_04T0281300.1,66
A2J10_05T0223200.1,1
A2J10_09T0092000.1,1
A2J10_03T0174600.1,13
A2J10_01T0204600.2,154
A2J10_01T0204600.1,150
A2J10_07T0169900.1,245
A2J10_09T0128200.1,11307
A2J10_09T0128200.2,13152
A2J10_07T0092900.1,266
A2J10_07T0092900.2,526
A2J10_12T0171400.1,10
A2J10_12T0171400.4,10
A2J10_12T0171400.2,11
A2J10_12T0171400.3,11
A2J10_01T0218900.1,1
A2J10_06T0222900.1,803
A2J10_10T0150100.1,1339
A2J10_06T0067300.1,389
A2J10_11T0077100.2,221
A2J10_11T0077100.1,220
A2J10_11T0077100.3,256
A2J10_02T0025000.1,392
A2J10_06T0228400.1,30
A2J10_01T0278400.1,987
A2J10_08T0087000.1,17
A2J10_08T0087000.2,8
A2J10_05T0126000.1,18
A2J10_03T0322400.1,126
A2J10_05T0218400.1,614
A2J10_10T0162100.1,36
A2J10_09T0212900.6,23
A2J10_09T0212900.3,1896
A2J10_09T0212900.5,46
A2J10_09T0212900.1,1858
A2J10_09T0212900.2,1811
A2J10_09T0212900.4,1901
A2J10_04T0130600.1,1355
A2J10_03T0044900.1,943
A2J10_06T0002300.3,945
A2J10_06T0002300.5,962
A2J10_06T0002300.2,897
A2J10_06T0002300.1,901
A2J10_06T0002300.4,919
A2J10_10T0099600.1,22
A2J10_11T0016000.1,51
A2J10_01T0264600.1,27
A2J10_02T0257900.1,486
A2J10_01T0131300.1,131
A2J10_03T0330700.1,214
A2J10_04T0195200.1,25
A2J10_06T0300100.1,2775
A2J10_01T0502000.1,9
A2J10_03T0182200.1,11
A2J10_05T0131200.2,372
A2J10_05T0131200.3,539
