gene,control_1_cnt
A2J10_05T0131200.1,376
A2J10_08T0007400.3,41
A2J10_08T0007400.4,38
A2J10_08T0007400.1,38
A2J10_08T0007400.2,37
A2J10_03T0234900.1,133
A2J10_04T0196900.2,125
A2J10_04T0196900.1,151
A2J10_07T0013200.1,70
A2J10_10T0083500.1,38
A2J10_06T0053300.1,2
A2J10_07T0068700.1,747
A2J10_07T0068700.3,502
A2J10_07T0068700.2,752
A2J10_01T0015700.1,331
A2J10_07T0149500.1,850
A2J10_02T0071100.1,3
A2J10_03T0000200.1,10
A2J10_08T0076700.1,140
A2J10_12T0068200.1,5
A2J10_10T0082300.1,596
A2J10_02T0253000.1,2192
A2J10_02T0253000.3,781
A2J10_02T0253000.4,19
A2J10_02T0253000.2,2180
A2J10_09T0046800.1,276
A2J10_01T0387000.1,1020
A2J10_03T0359400.3,92
A2J10_03T0359400.2,92
A2J10_03T0359400.1,104
A2J10_09T0147800.1,11
A2J10_09T0036900.1,852
A2J10_09T0036900.3,404
A2J10_09T0036900.2,453
A2J10_12T0123800.1,22
A2J10_12T0123800.2,10
A2J10_11T0005600.1,596
A2J10_03T0036800.4,502
A2J10_03T0036800.2,542
A2J10_03T0036800.3,516
A2J10_03T0036800.1,512
A2J10_03T0036800.5,457
A2J10_01T0071000.1,249
A2J10_01T0071000.2,264
A2J10_02T0219500.1,6
A2J10_01T0064200.1,36
A2J10_11T0193300.1,72
A2J10_05T0219000.1,14
A2J10_08T0034200.1,2
A2J10_07T0075500.1,166
A2J10_06T0147100.1,55
A2J10_06T0147100.4,77
A2J10_06T0147100.3,83
A2J10_06T0147100.2,93
A2J10_02T0240200.1,78
A2J10_02T0240200.2,59
A2J10_02T0237300.1,607
A2J10_04T0254300.1,7
A2J10_09T0131400.1,164
A2J10_04T0242700.1,34
A2J10_05T0144400.2,847
A2J10_05T0144400.1,865
A2J10_10T0059900.1,3009
A2J10_10T0059900.2,3378
A2J10_01T0368100.1,108
A2J10_07T0208600.1,25
A2J10_01T0105400.1,16
A2J10_02T0334500.1,296
A2J10_01T0210200.1,525
A2J10_01T0102100.2,519
A2J10_01T0102100.1,529
A2J10_01T0102100.3,489
A2J10_07T0037700.1,321
A2J10_03T0173900.1,2
A2J10_03T0049600.2,1231
A2J10_03T0049600.1,247
A2J10_03T0049600.3,293
A2J10_03T0090500.1,1
A2J10_11T0202500.1,5
A2J10_01T0025200.1,16
A2J10_06T0275400.2,40
A2J10_06T0275400.1,40
A2J10_09T0158600.1,89
A2J10_10T0150200.1,5
A2J10_10T0150200.2,5
A2J10_04T0225500.1,296
A2J10_04T0222100.1,274
A2J10_07T0091100.1,5
A2J10_05T0191900.1,99
A2J10_04T0026900.1,98
A2J10_03T0191400.1,1658
A2J10_01T0218300.1,312
A2J10_07T0080500.1,33
A2J10_11T0137000.1,2
A2J10_02T0140000.1,1423
A2J10_03T0286100.3,362
A2J10_03T0286100.4,239
A2J10_03T0286100.1,257
A2J10_03T0286100.2,325
A2J10_12T0016200.1,37
A2J10_03T0315400.2,257
A2J10_03T0315400.3,33
A2J10_03T0315400.1,152
A2J10_02T0171600.2,270
A2J10_02T0171600.1,270
A2J10_11T0214400.1,5
A2J10_03T0116300.1,1615
A2J10_03T0116300.2,1655
A2J10_11T0032400.1,3
A2J10_10T0166500.1,28338
A2J10_02T0136800.1,14
A2J10_02T0136800.2,8
A2J10_12T0151300.1,2380
A2J10_03T0054200.1,1371
A2J10_08T0026700.2,25
A2J10_08T0026700.3,27
A2J10_08T0026700.1,43
A2J10_08T0026700.4,2
A2J10_10T0121600.1,269
A2J10_02T0190600.1,24
A2J10_02T0317800.1,80
A2J10_05T0050700.1,31
A2J10_07T0147800.1,665
A2J10_03T0175000.1,3781
A2J10_03T0175000.6,3697
A2J10_03T0175000.8,3810
A2J10_03T0175000.2,3767
A2J10_03T0175000.5,3738
A2J10_03T0175000.3,4240
A2J10_03T0175000.4,3717
A2J10_03T0175000.7,4121
A2J10_02T0221000.2,1274
A2J10_02T0221000.1,1277
A2J10_02T0240100.1,30
A2J10_01T0315700.1,95
A2J10_09T0199700.1,1124
A2J10_01T0458300.1,9
A2J10_02T0236800.1,14
A2J10_02T0186400.1,8
A2J10_01T0065600.1,4
A2J10_05T0239700.1,480
A2J10_05T0244600.1,1089
A2J10_06T0242200.1,3258
A2J10_01T0002700.1,1492
A2J10_11T0075900.1,316
A2J10_11T0075900.4,351
A2J10_11T0075900.2,357
A2J10_03T0155100.1,5
A2J10_04T0190100.1,1
A2J10_02T0068300.1,246
A2J10_02T0057600.1,698
A2J10_01T0161500.1,71
A2J10_02T0333600.1,4
A2J10_06T0163300.1,86
A2J10_06T0163300.5,61
A2J10_06T0163300.3,117
A2J10_06T0163300.4,111
A2J10_06T0163300.2,100
A2J10_01T0340600.1,1175
A2J10_07T0049600.1,1862
A2J10_11T0173900.1,372
A2J10_02T0360100.1,269
A2J10_03T0013400.1,24
A2J10_07T0078800.1,5
A2J10_07T0294900.6,376
A2J10_07T0294900.3,3458
A2J10_07T0294900.1,4082
A2J10_07T0294900.5,169
A2J10_07T0294900.4,578
A2J10_07T0294900.2,3437
A2J10_11T0074300.1,9
A2J10_09T0157900.2,472
A2J10_09T0157900.1,562
A2J10_10T0169500.1,427
A2J10_04T0145200.1,36
A2J10_04T0247100.1,646
A2J10_02T0117700.2,15
A2J10_02T0117700.4,13
A2J10_02T0117700.1,15
A2J10_02T0117700.3,15
A2J10_09T0199400.2,11
A2J10_09T0199400.1,9
A2J10_02T0307400.2,259
A2J10_02T0307400.1,221
A2J10_01T0357300.1,259
A2J10_01T0357300.2,251
A2J10_11T0163600.1,1
A2J10_01T0317800.1,2970
A2J10_04T0120100.1,19
A2J10_01T0071400.1,26
A2J10_06T0255300.1,104
A2J10_06T0255300.3,98
A2J10_06T0255300.2,102
A2J10_08T0125200.1,33
A2J10_08T0215000.1,83
A2J10_04T0094300.1,18
A2J10_02T0079300.1,8
A2J10_04T0114900.1,3845
A2J10_07T0236300.1,721
A2J10_09T0179200.2,589
A2J10_09T0179200.1,593
A2J10_09T0165600.3,887
A2J10_09T0165600.1,671
A2J10_09T0165600.5,676
A2J10_09T0165600.4,711
A2J10_09T0165600.2,648
A2J10_06T0175700.1,13
A2J10_05T0176200.2,755
A2J10_05T0176200.3,695
A2J10_05T0176200.1,615
A2J10_06T0127400.1,147
A2J10_07T0134400.2,70
A2J10_07T0134400.1,88
A2J10_01T0009100.2,31
A2J10_01T0009100.1,39
A2J10_01T0009100.3,33
A2J10_01T0402800.1,187
A2J10_05T0153100.1,62
A2J10_09T0040900.1,426
A2J10_03T0194200.1,1015
A2J10_07T0122200.1,1
A2J10_08T0002500.2,1145
A2J10_08T0002500.1,463
A2J10_08T0002500.3,430
A2J10_04T0191100.1,27
A2J10_04T0166500.1,1929
A2J10_04T0015900.1,2
A2J10_04T0232400.1,1506
A2J10_02T0129700.1,23
A2J10_02T0131400.1,14
A2J10_05T0227200.1,502
A2J10_03T0126800.1,5
A2J10_04T0164000.1,31
A2J10_04T0164000.2,31
A2J10_08T0209200.1,152
A2J10_01T0312700.1,301
A2J10_07T0278300.1,15
A2J10_01T0381200.1,115
A2J10_02T0102200.1,40161
A2J10_01T0400300.1,1716
A2J10_04T0206100.1,193
A2J10_05T0177800.1,541
A2J10_02T0336900.1,12
A2J10_03T0092100.3,144
A2J10_03T0092100.1,185
A2J10_03T0092100.2,185
A2J10_04T0267600.1,1514
A2J10_05T0153800.1,687
A2J10_04T0314300.2,793
A2J10_04T0314300.1,754
A2J10_01T0215000.1,78
A2J10_10T0136200.1,106
A2J10_05T0209600.1,346
A2J10_06T0164400.1,1
A2J10_02T0342900.1,1
A2J10_05T0238500.4,712
A2J10_05T0238500.1,948
A2J10_05T0238500.3,766
A2J10_05T0238500.2,1031
A2J10_04T0153500.1,22
A2J10_02T0055400.1,1519
A2J10_02T0055400.2,1519
A2J10_02T0055400.3,1518
A2J10_04T0019000.1,1031
A2J10_01T0477000.1,7
A2J10_01T0396500.1,1
A2J10_09T0123000.1,109
A2J10_06T0269600.1,267
A2J10_01T0307700.1,1259
A2J10_11T0191200.1,61
A2J10_02T0093600.1,248
A2J10_02T0206300.2,5
A2J10_02T0206300.4,5
A2J10_02T0206300.1,5
A2J10_02T0206300.3,5
A2J10_02T0206300.5,5
A2J10_06T0265800.1,506
A2J10_12T0182100.1,418
A2J10_05T0218500.1,1
A2J10_09T0203400.1,11
A2J10_01T0178700.1,129
A2J10_03T0289600.1,1784
A2J10_06T0120600.1,41
A2J10_06T0007500.1,56
A2J10_07T0135200.1,826
A2J10_11T0210200.1,971
A2J10_07T0114800.1,5
A2J10_11T0108700.2,823
A2J10_11T0108700.1,507
A2J10_10T0003400.1,3
A2J10_11T0063200.1,389
A2J10_07T0051600.1,272
A2J10_03T0357400.1,65
A2J10_02T0368600.1,650
A2J10_07T0132300.1,43
A2J10_09T0003100.1,128
A2J10_03T0310100.1,4159
A2J10_07T0127700.2,304
A2J10_07T0127700.1,321
A2J10_02T0159000.2,3
A2J10_02T0159000.1,3
A2J10_01T0428200.1,184
A2J10_12T0000900.2,1033
A2J10_12T0000900.3,1187
A2J10_12T0000900.1,1180
A2J10_01T0266100.1,20
A2J10_05T0026200.1,30
A2J10_10T0128100.1,350
A2J10_01T0165700.1,1772
A2J10_01T0165700.3,1586
A2J10_01T0165700.2,1511
A2J10_11T0084100.1,61
A2J10_06T0030100.1,380
A2J10_06T0030100.2,442
A2J10_05T0137600.1,363
A2J10_03T0381400.1,626
A2J10_03T0381400.2,665
A2J10_06T0251900.2,208
A2J10_06T0251900.1,217
A2J10_06T0251900.3,190
A2J10_07T0103200.1,2
A2J10_03T0375200.1,396
A2J10_10T0023900.1,8
A2J10_07T0034500.1,26
A2J10_07T0059700.1,1161
A2J10_06T0042600.1,26
A2J10_06T0042600.2,26
A2J10_08T0149000.1,43
A2J10_06T0000700.1,783
A2J10_04T0005200.1,7
A2J10_03T0097100.2,456
A2J10_03T0097100.1,204
A2J10_07T0041100.1,61
A2J10_09T0074900.1,1
A2J10_03T0117700.1,102
A2J10_01T0449400.1,34
A2J10_01T0342600.1,533
A2J10_01T0369600.1,112
A2J10_02T0341900.1,130
A2J10_09T0019000.2,203
A2J10_09T0019000.1,227
A2J10_06T0142400.1,9
A2J10_09T0040300.1,65
A2J10_02T0100500.1,1283
A2J10_05T0154600.1,1272
A2J10_05T0154600.5,1246
A2J10_05T0154600.4,4152
A2J10_05T0154600.3,25
A2J10_05T0154600.2,30
A2J10_02T0277900.1,14
A2J10_02T0277900.3,14
A2J10_02T0277900.2,19
A2J10_01T0039500.1,28
A2J10_03T0295800.1,5
A2J10_04T0007700.1,665
A2J10_01T0331600.1,1967
A2J10_03T0129100.1,2872
A2J10_07T0091600.1,3
A2J10_03T0082300.1,1204
A2J10_05T0181700.1,376
A2J10_02T0293400.1,874
A2J10_04T0107600.1,439
A2J10_10T0120400.1,169
A2J10_10T0120400.2,197
A2J10_08T0151200.2,597
A2J10_08T0151200.1,538
A2J10_11T0230400.1,2
A2J10_02T0361100.1,2478
A2J10_05T0178000.1,16
A2J10_08T0030300.2,159
A2J10_08T0030300.1,163
A2J10_08T0100900.1,88
A2J10_09T0127000.1,138
A2J10_01T0172600.1,52
A2J10_01T0172600.2,27
A2J10_07T0255700.1,3
A2J10_07T0255700.2,3
A2J10_11T0203400.1,7749
A2J10_11T0203400.2,7345
A2J10_05T0029400.1,13
A2J10_01T0380100.1,23
A2J10_04T0107700.4,587
A2J10_04T0107700.3,723
A2J10_04T0107700.1,723
A2J10_04T0107700.2,627
A2J10_10T0168200.1,54
A2J10_12T0020500.1,156
A2J10_05T0232800.2,28
A2J10_05T0232800.1,39
A2J10_04T0271600.1,15
A2J10_12T0138300.1,34
A2J10_12T0138300.2,37
A2J10_01T0070500.1,201
A2J10_04T0242400.1,823
A2J10_03T0098200.1,13
A2J10_07T0105400.1,89
A2J10_04T0216800.1,7
A2J10_09T0190700.2,3
A2J10_07T0084300.3,137
A2J10_07T0084300.2,94
A2J10_07T0084300.4,89
A2J10_07T0084300.1,94
A2J10_01T0116000.1,13
A2J10_03T0354300.1,46
A2J10_03T0354300.2,46
A2J10_02T0403700.5,3988
A2J10_02T0403700.3,3997
A2J10_02T0403700.2,3889
A2J10_02T0403700.1,3911
A2J10_02T0403700.6,4014
A2J10_02T0403700.4,3912
A2J10_03T0285100.1,95
A2J10_04T0318100.2,7
A2J10_04T0318100.1,11
A2J10_03T0060600.2,731
A2J10_03T0060600.1,840
A2J10_08T0028600.3,146
A2J10_08T0028600.1,197
A2J10_08T0028600.2,237
A2J10_01T0402400.3,5
A2J10_01T0402400.1,1671
A2J10_01T0402400.4,5
A2J10_01T0402400.2,1794
A2J10_07T0278100.1,46
A2J10_12T0096000.1,158
A2J10_12T0096000.2,239
A2J10_12T0096000.3,179
A2J10_04T0228800.1,38
A2J10_11T0202000.1,12
A2J10_07T0222900.1,128
A2J10_08T0155600.1,1
A2J10_08T0198700.1,5
A2J10_10T0145300.1,2
A2J10_06T0152200.1,1602
A2J10_01T0077600.1,836
A2J10_10T0089700.1,1558
A2J10_10T0089700.3,1771
A2J10_10T0089700.2,1468
A2J10_03T0156100.4,3650
A2J10_03T0156100.2,2699
A2J10_03T0156100.1,3048
A2J10_03T0156100.3,2878
A2J10_09T0061600.1,89
A2J10_05T0105100.1,11
A2J10_02T0045600.1,21
A2J10_05T0241200.1,263
A2J10_07T0040300.1,282
A2J10_07T0051300.1,2259
A2J10_01T0206700.1,18
A2J10_07T0004200.1,3
A2J10_03T0175400.2,70
A2J10_03T0175400.1,87
A2J10_10T0023600.1,16
A2J10_01T0041400.1,100
A2J10_01T0413700.1,9
A2J10_07T0283900.1,31
A2J10_09T0126800.1,5
A2J10_03T0099500.1,4582
A2J10_11T0129100.1,22
A2J10_05T0033500.1,124
A2J10_11T0081300.2,734
A2J10_11T0081300.1,665
A2J10_02T0146800.1,2445
A2J10_10T0180000.1,155
A2J10_07T0281500.2,5554
A2J10_07T0281500.1,5794
A2J10_08T0126900.1,50
A2J10_09T0056700.1,2220
A2J10_04T0257800.1,177
A2J10_01T0301300.1,56
A2J10_06T0020500.1,26
A2J10_07T0085500.1,1313
A2J10_07T0085500.2,1315
A2J10_11T0130100.1,5
A2J10_02T0217100.2,712
A2J10_02T0217100.1,794
A2J10_03T0276100.1,17
A2J10_12T0132700.1,614
A2J10_08T0098800.1,372
A2J10_08T0098800.3,362
A2J10_08T0098800.2,392
A2J10_09T0139300.1,86
A2J10_01T0196500.1,3
A2J10_06T0266300.1,27
A2J10_03T0177600.1,880
A2J10_01T0080100.3,1
A2J10_04T0266700.1,4571
A2J10_01T0029200.1,4
A2J10_03T0030600.1,157
A2J10_01T0069800.1,2
A2J10_02T0330700.1,548
A2J10_02T0330700.2,5
A2J10_02T0330700.3,876
A2J10_08T0191300.1,294
A2J10_11T0009000.1,288
A2J10_01T0481000.1,789
A2J10_01T0481000.2,789
A2J10_08T0095800.1,506
A2J10_08T0227000.1,2
A2J10_07T0272400.2,568
A2J10_07T0272400.1,640
A2J10_05T0010100.1,101
A2J10_06T0245100.1,12
A2J10_07T0267600.2,19
A2J10_07T0267600.1,157
A2J10_04T0231500.2,171
A2J10_04T0231500.3,7
A2J10_04T0231500.1,151
A2J10_06T0023300.1,151
A2J10_06T0023300.2,128
A2J10_01T0066200.1,44
A2J10_12T0149300.1,72
A2J10_06T0252400.1,12
A2J10_01T0398100.1,5
A2J10_12T0080500.1,840
A2J10_06T0091100.1,38
A2J10_02T0236200.1,39
A2J10_02T0236200.3,31
A2J10_02T0236200.2,31
A2J10_02T0228200.2,63
A2J10_02T0228200.1,94
A2J10_01T0486700.3,575
A2J10_01T0486700.4,106
A2J10_01T0486700.1,548
A2J10_01T0486700.2,484
A2J10_04T0091400.8,694
A2J10_04T0091400.2,631
A2J10_04T0091400.5,603
A2J10_04T0091400.3,728
A2J10_04T0091400.1,655
A2J10_04T0091400.7,657
A2J10_04T0091400.4,618
A2J10_04T0091400.6,579
A2J10_03T0334000.1,166
A2J10_04T0211300.1,1349
A2J10_12T0175300.2,723
A2J10_12T0175300.3,9
A2J10_12T0175300.1,549
A2J10_11T0149400.3,57
A2J10_11T0149400.2,41
A2J10_11T0149400.1,76
A2J10_01T0000500.1,18
A2J10_04T0220500.1,1
A2J10_03T0018400.5,50
A2J10_03T0018400.2,509
A2J10_03T0018400.6,25
A2J10_03T0018400.1,503
A2J10_03T0018400.4,40
A2J10_03T0018400.3,53
A2J10_02T0291900.2,550
A2J10_02T0291900.1,498
A2J10_12T0134600.1,277
A2J10_01T0386600.2,560
A2J10_01T0386600.1,877
A2J10_04T0122000.1,72
A2J10_02T0149400.1,649
A2J10_02T0149400.2,734
A2J10_03T0077900.1,1535
A2J10_01T0085000.1,6
A2J10_02T0210400.2,2
A2J10_07T0205000.2,1124
A2J10_07T0205000.1,907
A2J10_03T0327800.1,13
A2J10_07T0274900.1,17
A2J10_03T0093600.1,485
A2J10_06T0007100.1,3332
A2J10_11T0075700.1,20
A2J10_05T0006300.1,10
A2J10_01T0052700.1,762
A2J10_11T0156700.3,446
A2J10_11T0156700.7,335
A2J10_11T0156700.1,377
A2J10_11T0156700.5,376
A2J10_11T0156700.2,458
A2J10_11T0156700.4,419
A2J10_11T0156700.6,290
A2J10_08T0057300.1,9
A2J10_12T0079800.1,21
A2J10_02T0068500.1,691
A2J10_02T0068500.2,500
A2J10_11T0077400.1,2
A2J10_01T0419400.1,39
A2J10_01T0043400.1,1
A2J10_04T0223800.4,187
A2J10_04T0223800.1,549
A2J10_04T0223800.5,71
A2J10_04T0223800.3,79
A2J10_04T0223800.2,521
A2J10_04T0223800.6,79
A2J10_01T0133900.1,32
A2J10_09T0189800.1,14
A2J10_09T0137300.1,636
A2J10_06T0204200.1,58
A2J10_09T0162200.1,118
A2J10_05T0143700.1,6
A2J10_05T0143700.2,6
A2J10_08T0016200.1,2052
A2J10_02T0179100.1,1
A2J10_05T0256500.1,8
A2J10_01T0334800.1,149
A2J10_07T0266800.1,55
A2J10_06T0030800.1,471
A2J10_10T0015800.1,43
A2J10_08T0053500.1,854
A2J10_11T0003700.1,109
A2J10_04T0088900.1,339
A2J10_04T0088900.2,304
A2J10_03T0374900.1,46
A2J10_09T0177000.1,516
A2J10_05T0247500.4,42
A2J10_05T0247500.2,169
A2J10_05T0247500.3,151
A2J10_05T0247500.1,151
A2J10_06T0085900.1,83
A2J10_08T0046400.1,24
A2J10_08T0046400.2,24
A2J10_07T0262300.1,1058
A2J10_08T0139900.1,10
A2J10_08T0139900.2,1052
A2J10_03T0145400.1,223
A2J10_01T0283800.1,1506
A2J10_01T0283800.3,1604
A2J10_01T0283800.2,1609
A2J10_01T0283800.4,1750
A2J10_02T0291300.1,4
A2J10_11T0170800.2,875
A2J10_11T0170800.1,809
A2J10_07T0170600.1,201
A2J10_01T0494700.3,106
A2J10_01T0494700.5,167
A2J10_01T0494700.2,750
A2J10_01T0494700.4,134
A2J10_01T0494700.1,854
A2J10_04T0143800.1,48
A2J10_01T0365100.2,1294
A2J10_01T0365100.1,124
A2J10_04T0123900.1,87
A2J10_02T0108000.1,12
A2J10_05T0165100.1,2
A2J10_05T0165100.2,6
A2J10_02T0021500.2,4
A2J10_02T0021500.1,4
A2J10_05T0020000.1,17
A2J10_11T0222600.1,17
A2J10_05T0191700.1,154
A2J10_03T0114600.1,356
A2J10_08T0006400.1,153
A2J10_07T0153800.1,1342
A2J10_07T0153800.2,1127
A2J10_05T0129000.1,134
A2J10_05T0053600.1,92
A2J10_11T0090400.2,809
A2J10_11T0090400.1,804
A2J10_09T0095000.1,622
A2J10_01T0343900.1,4598
A2J10_04T0219600.1,3
A2J10_12T0188000.1,97
A2J10_12T0188000.3,75
A2J10_12T0188000.2,29
A2J10_02T0202100.2,154
A2J10_02T0202100.1,188
A2J10_04T0082900.1,80
A2J10_04T0082900.2,1
A2J10_01T0380300.1,278
A2J10_01T0380300.3,308
A2J10_01T0380300.2,311
A2J10_07T0022500.1,1
A2J10_04T0290000.2,7
A2J10_04T0290000.1,1
A2J10_02T0012900.1,676
A2J10_02T0012900.2,651
A2J10_01T0142400.1,29
A2J10_01T0142400.2,26
A2J10_02T0070400.2,4274
A2J10_02T0070400.1,2065
A2J10_03T0223400.1,3
A2J10_08T0043500.1,4
A2J10_05T0052800.1,519
A2J10_07T0223500.1,94
A2J10_12T0186500.1,1043
A2J10_12T0186500.2,858
A2J10_08T0216900.2,3213
A2J10_08T0216900.1,2981
A2J10_08T0216900.3,3356
A2J10_01T0068300.1,429
A2J10_03T0097900.1,170
A2J10_03T0185400.1,1087
A2J10_03T0292400.3,1103
A2J10_03T0292400.2,2694
A2J10_03T0292400.1,2770
A2J10_06T0240100.1,41
A2J10_02T0279600.1,9
A2J10_08T0222800.1,53
A2J10_05T0161300.1,649
A2J10_05T0147600.2,403
A2J10_05T0147600.1,352
A2J10_04T0056800.1,315
A2J10_02T0292000.1,38
A2J10_12T0065700.2,21
A2J10_12T0065700.1,18
A2J10_04T0194600.1,1
A2J10_05T0125100.1,25
A2J10_01T0158700.1,1
A2J10_11T0002300.1,56
A2J10_05T0021700.3,108
A2J10_05T0021700.2,133
A2J10_05T0021700.1,94
A2J10_10T0023500.1,2
A2J10_06T0139800.1,112
A2J10_07T0062300.1,1405
A2J10_01T0298600.1,12
A2J10_07T0122000.1,15
A2J10_05T0158600.1,28
A2J10_08T0216800.1,1103
A2J10_07T0208700.1,242
A2J10_03T0321300.1,51
A2J10_07T0197000.1,125
A2J10_03T0349700.2,395
A2J10_03T0349700.1,251
A2J10_03T0349700.3,245
A2J10_02T0396300.2,7
A2J10_02T0396300.1,3
A2J10_01T0244000.1,5
A2J10_03T0156800.1,1187
A2J10_02T0259700.1,7
A2J10_02T0243200.2,61
A2J10_02T0243200.1,61
A2J10_03T0373100.1,231
A2J10_07T0049100.5,662
A2J10_07T0049100.3,464
A2J10_07T0049100.2,632
A2J10_07T0049100.1,464
A2J10_07T0049100.4,322
A2J10_05T0014900.1,24
A2J10_05T0209900.1,38
A2J10_05T0209900.2,58
A2J10_01T0466600.1,524
A2J10_04T0202500.1,223
A2J10_02T0122000.1,53
A2J10_05T0261300.1,69
A2J10_07T0250100.1,252
A2J10_07T0250100.2,266
A2J10_05T0070200.1,2019
A2J10_10T0164200.1,279
A2J10_09T0162100.1,7
A2J10_06T0135000.1,555
A2J10_03T0005600.1,198
A2J10_05T0040200.1,23
A2J10_06T0186200.1,861
A2J10_06T0202200.1,25
A2J10_03T0205400.1,36
A2J10_12T0030200.1,6
A2J10_07T0201200.1,3273
A2J10_07T0201200.2,2440
A2J10_12T0037800.1,1451
A2J10_05T0094100.1,279
A2J10_04T0057200.1,9
A2J10_06T0289300.1,223
A2J10_01T0504100.1,21
A2J10_03T0236000.1,2368
A2J10_02T0256600.1,4
A2J10_01T0105700.2,3689
A2J10_01T0105700.1,3684
A2J10_04T0154300.2,29
A2J10_04T0154300.1,29
A2J10_05T0096300.1,1099
A2J10_08T0013100.1,52
A2J10_12T0083400.1,81
A2J10_04T0321500.3,174
A2J10_04T0321500.2,200
A2J10_04T0321500.4,26
A2J10_04T0321500.1,133
A2J10_05T0210400.1,7
A2J10_03T0085500.2,1773
A2J10_03T0085500.1,1855
A2J10_03T0371100.1,736
A2J10_06T0247400.1,6
A2J10_09T0195400.3,456
A2J10_09T0195400.1,654
A2J10_09T0195400.2,454
A2J10_02T0119300.1,124
A2J10_03T0326300.1,232
A2J10_11T0112800.1,43
A2J10_03T0319800.2,873
A2J10_03T0319800.1,571
A2J10_07T0257900.1,234
A2J10_10T0046300.1,252
A2J10_02T0407300.1,382
A2J10_03T0040900.1,1572
A2J10_11T0046800.2,44
A2J10_11T0046800.1,47
A2J10_03T0345600.1,37
A2J10_12T0191700.1,1367
A2J10_06T0094000.1,413
A2J10_05T0120400.1,23
A2J10_01T0342300.1,2
A2J10_11T0100300.2,84
A2J10_11T0100300.1,96
A2J10_07T0046400.1,458
A2J10_10T0130600.1,284
A2J10_08T0072600.1,13
A2J10_12T0100600.1,3
A2J10_01T0036500.1,419
A2J10_01T0119400.1,4
A2J10_07T0101700.1,359
A2J10_07T0101700.2,415
A2J10_02T0174700.1,187
A2J10_02T0401200.4,1133
A2J10_02T0401200.1,1075
A2J10_02T0401200.2,1049
A2J10_02T0401200.3,1072
A2J10_10T0024000.1,24
A2J10_06T0156900.2,10
A2J10_06T0156900.3,8
A2J10_06T0156900.1,8
A2J10_07T0198500.2,721
A2J10_07T0198500.1,881
A2J10_12T0102200.2,150
A2J10_12T0102200.3,112
A2J10_12T0102200.1,160
A2J10_12T0102200.4,134
A2J10_10T0081900.1,619
A2J10_05T0153000.2,11
A2J10_05T0153000.3,11
A2J10_05T0153000.1,5
A2J10_05T0036200.1,2977
A2J10_01T0426400.1,2029
A2J10_05T0226000.1,865
A2J10_02T0337700.1,1079
A2J10_02T0337700.2,1099
A2J10_07T0280900.1,106
A2J10_12T0070000.1,1
A2J10_03T0226800.1,161
A2J10_09T0207200.1,55
A2J10_11T0175000.1,1
A2J10_08T0068200.1,79
A2J10_08T0068200.2,4
A2J10_08T0068200.3,393
A2J10_11T0174300.1,1
A2J10_10T0098200.1,515
A2J10_10T0098200.2,622
A2J10_11T0168600.3,189
A2J10_11T0168600.1,181
A2J10_11T0168600.2,1
A2J10_04T0259600.1,1884
A2J10_06T0248300.1,1198
A2J10_03T0240300.1,5
A2J10_01T0043500.2,27
A2J10_01T0043500.1,27
A2J10_08T0224800.1,46
A2J10_01T0153300.1,88
A2J10_05T0245400.1,1
A2J10_01T0488200.4,5539
A2J10_01T0488200.2,4575
A2J10_01T0488200.1,5212
A2J10_01T0488200.3,5614
A2J10_05T0195100.3,2587
A2J10_05T0195100.1,1598
A2J10_05T0195100.2,2144
A2J10_02T0122500.7,595
A2J10_02T0122500.6,654
A2J10_02T0122500.11,55
A2J10_02T0122500.9,675
A2J10_02T0122500.3,608
A2J10_02T0122500.2,671
A2J10_02T0122500.4,624
A2J10_02T0122500.5,596
A2J10_02T0122500.8,643
A2J10_02T0122500.10,514
A2J10_02T0122500.1,630
A2J10_02T0122500.12,60
A2J10_01T0388800.1,71
A2J10_07T0206600.1,908
A2J10_05T0231300.1,3
A2J10_02T0023300.1,31
A2J10_02T0023300.2,32
A2J10_07T0126200.2,212
A2J10_07T0126200.1,189
A2J10_02T0210700.1,4
A2J10_06T0198800.2,1038
A2J10_06T0198800.1,1125
A2J10_11T0238600.1,9
A2J10_06T0126500.2,9272
A2J10_06T0126500.1,10206
A2J10_11T0049300.1,979
A2J10_11T0104300.4,40
A2J10_11T0104300.1,342
A2J10_11T0104300.3,33
A2J10_11T0104300.2,406
A2J10_09T0154000.2,892
A2J10_09T0154000.3,1028
A2J10_09T0154000.1,1063
A2J10_01T0007500.1,105
A2J10_01T0146600.1,24
A2J10_09T0172300.1,16
A2J10_09T0172300.2,16
A2J10_05T0058200.1,434
A2J10_12T0027400.2,14
A2J10_12T0027400.1,12
A2J10_12T0027400.3,9
A2J10_04T0256900.1,446
A2J10_03T0328700.1,234
A2J10_09T0117500.1,242
A2J10_07T0143200.2,3297
A2J10_07T0143200.3,3285
A2J10_07T0143200.1,3443
A2J10_08T0188700.1,138
A2J10_08T0188700.2,94
A2J10_01T0299800.1,86
A2J10_01T0299800.2,98
A2J10_01T0286200.1,696
A2J10_01T0286200.3,671
A2J10_01T0286200.2,698
A2J10_02T0115200.1,18
A2J10_01T0329900.1,1505
A2J10_01T0243100.1,73
A2J10_01T0102700.1,4
A2J10_02T0379800.1,47
A2J10_02T0379800.2,32
A2J10_01T0247500.3,102
A2J10_01T0247500.2,121
A2J10_01T0247500.1,123
